date,rank,track_name,artist,streams,album_name,track_uri,weeks_on_chart,peak_rank,previous_rank,album_cover_url
2024-06-27,37,Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",16570654,F-1 Trillion,spotify:track:5ZLL6wYXeqg0k35ZkDRfhZ,1,37,-1,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
2024-06-27,38,I Can Do It With a Broken Heart,Taylor Swift,16457283,THE TORTURED POETS DEPARTMENT,spotify:track:4q5YezDOIPcoLr8R81x9qy,10,5,37,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2024-06-27,39,Slow It Down,Benson Boone,16346181,Fireworks & Rollerblades,spotify:track:51eSHglvG1RJXtL3qI5trr,14,27,27,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
2024-06-27,40,Feather,Sabrina Carpenter,16230347,emails i can’t send fwd:,spotify:track:2Zo1PcszsT9WQ0ANntJbID,30,34,43,https://i.scdn.co/image/ab67616d0000b2730f45623be014a592a5815827
2024-06-27,41,Like That,"Future, Metro Boomin, Kendrick Lamar",16204403,WE DON'T TRUST YOU,spotify:track:2tudvzsrR56uom6smgOcSf,14,4,50,https://i.scdn.co/image/ab67616d0000b2731729574fe2a8e391a2ce1ece
2024-06-27,42,Riptide,Vance Joy,16087874,Dream Your Life Away,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,176,30,39,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094
2024-06-27,43,Nonsense,Sabrina Carpenter,15521371,emails i can't send,spotify:track:6dgUya35uo964z7GZXM07g,75,17,56,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf
2024-06-27,44,Like Crazy,Jimin,15421128,FACE,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,66,15,53,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
2024-06-27,45,SI NO ES CONTIGO,Cris Mj,15254159,SI NO ES CONTIGO,spotify:track:5Uptvz6j1sjDKxidAcnH2L,5,33,33,https://i.scdn.co/image/ab67616d0000b273b5a456d85aa63ef612e73edb
2024-06-27,46,Stick Season,Noah Kahan,15245531,Stick Season,spotify:track:0mflMxspEfB0VbI1kyLiAv,38,6,41,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2024-06-27,47,us. (feat. Taylor Swift),"Gracie Abrams, Taylor Swift",15163955,The Secret of Us,spotify:track:0hhzNPE68LWLfgZwdpxVdR,1,47,-1,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
2024-06-27,48,Si No Quieres No,"Luis R Conriquez, Neton Vega",15149123,Si No Quieres No,spotify:track:1C84d9abZVKWHT2YYpoean,11,28,36,https://i.scdn.co/image/ab67616d0000b2735c7365ca8cfaf7d80136c656
2024-06-27,49,Saturn,SZA,14973593,Saturn,spotify:track:1bjeWoagtHmUKputLVyDxQ,18,17,42,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
2024-06-27,50,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",14755593,UTOPIA,spotify:track:42VsgItocQwOQC3XWZ8JNA,41,5,49,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-06-27,51,Kill Bill,SZA,14744880,SOS,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,81,1,58,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2024-06-27,52,SORRY 4 THAT MUCH,Feid,14555355,SORRY 4 THAT MUCH,spotify:track:63pLfjK6FvcYJYMGwtHjd6,3,38,38,https://i.scdn.co/image/ab67616d0000b273746cdeef8d4a4110f1b5af29
2024-06-27,53,DEVIL IS A LIE,Tommy Richman,14524944,DEVIL IS A LIE,spotify:track:6jlG8gBPNAgBgoivw2Ig09,2,53,137,https://i.scdn.co/image/ab67616d0000b273f1708ceacc5e678619364239
2024-06-27,54,greedy,Tate McRae,14366789,greedy,spotify:track:3rUGC1vUpkDG9CZFHMur1t,41,1,47,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2024-06-27,55,Just the Way You Are,Bruno Mars,14287187,Doo-Wops & Hooligans,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,77,39,62,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0
2024-06-27,56,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",14279092,GOLDEN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,50,1,51,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-06-27,57,HOT TO GO!,Chappell Roan,14277554,The Rise and Fall of a Midwest Princess,spotify:track:4xdBrk0nFZaP54vvZj0yx7,2,57,106,https://i.scdn.co/image/ab67616d0000b273a21d22ecf823e1c90aa22d1f
2024-06-27,58,Flowers,Miley Cyrus,14244358,Endless Summer Vacation,spotify:track:7DSAEUvxU8FajXtRloy8M0,76,1,59,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
2024-06-27,59,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",14167595,Flower Boy,spotify:track:7KA4W4McWYRpgf0fWsJZWB,70,16,57,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
2024-06-27,60,the boy is mine,Ariana Grande,13811177,eternal sunshine,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,12,11,74,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2024-06-27,61,WILDFLOWER,Billie Eilish,13772092,HIT ME HARD AND SOFT,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,6,15,40,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-06-27,62,Pink Skies,Zach Bryan,13615232,Pink Skies,spotify:track:4ZJ4vzLQekI0WntDbanNC7,5,21,29,https://i.scdn.co/image/ab67616d0000b2731a2c9ac2d39bc5c2e22b9555
2024-06-27,63,La Bachata,Manuel Turizo,13601335,2000,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,104,4,64,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
2024-06-27,64,Stumblin' In,CYRIL,13459835,Stumblin' In,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,14,64,72,https://i.scdn.co/image/ab67616d0000b2739a903819d8a5d3c80c47734c
2024-06-27,65,Magnetic,ILLIT,13448128,SUPER REAL ME,spotify:track:1aKvZDoLGkNMxoRYgkckZG,14,11,52,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c
2024-06-27,66,Evergreen,Richy Mitch & The Coal Miners,13275632,RMCM,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,24,40,63,https://i.scdn.co/image/ab67616d0000b2731cc17bae5ee17cce117e198a
2024-06-27,67,Close To You,Gracie Abrams,12940513,The Secret of Us,spotify:track:2bl81llf715VEEbAx03yvB,3,60,69,https://i.scdn.co/image/ab67616d0000b2734ba1c73e08db2c003a78e148
2024-06-27,68,Another Love,Tom Odell,12920864,Long Way Down (Deluxe),spotify:track:7jtQIBanIiJOMS6RyCx6jZ,168,15,60,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
2024-06-27,69,Pedro,"Jaxomy, Agatino Romero, Raffaella Carrà",12884039,Pedro,spotify:track:48lxT5qJF0yYyf2z4wB4xW,11,29,67,https://i.scdn.co/image/ab67616d0000b273df8680015ddf76e5c444849f
2024-06-27,70,Snooze,SZA,12598696,SOS,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,79,27,65,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2024-06-27,71,Volver Al Futuro,"Oscar Maydon, Junior H",12585203,Volver Al Futuro,spotify:track:33Nj9AdncSmHbCN3QeSZTL,4,44,44,https://i.scdn.co/image/ab67616d0000b27306116ae20d0a4c09d65c7d1d
2024-06-27,72,Starboy,"The Weeknd, Daft Punk",12559426,Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,195,1,73,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2024-06-27,73,ADIVINO,"Myke Towers, Bad Bunny",12468388,LA PANTERA NEGRA,spotify:track:0LZy30mVmxqUpdQmaXKXBd,9,20,71,https://i.scdn.co/image/ab67616d0000b273f5efed2f29ab39ebab066e2a
2024-06-27,74,Scared To Start,Michael Marcagi,12460655,Scared To Start,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,21,25,70,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe
2024-06-27,75,Parking Lot,"Mustard, Travis Scott",12448530,Faith Of A Mustard Seed,spotify:track:4IFd7EVCyJsUHesBMXI8ju,1,75,-1,https://i.scdn.co/image/ab67616d0000b273710879e09696477904b32d6d
2024-06-27,76,Blinding Lights,The Weeknd,12426529,After Hours,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,239,1,76,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
2024-06-27,77,BLUE,Billie Eilish,12406541,HIT ME HARD AND SOFT,spotify:track:2prqm9sPLj10B4Wg0wE5x9,6,17,54,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-06-27,78,My Love Mine All Mine,Mitski,12380067,The Land Is Inhospitable and So Are We,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,40,3,61,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
2024-06-27,79,L’AMOUR DE MA VIE,Billie Eilish,12270496,HIT ME HARD AND SOFT,spotify:track:6fPan2saHdFaIHuTSatORv,6,19,55,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-06-27,80,Red Wine Supernova,Chappell Roan,12240214,The Rise and Fall of a Midwest Princess,spotify:track:7FOgcfdz9Nx5V9lCNXdBYv,3,80,118,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
2024-06-27,81,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",12141546,Zach Bryan,spotify:track:4KULAymBBJcPRpk1yO4dOG,44,20,68,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2024-06-27,82,I Ain't Worried,OneRepublic,12086845,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",spotify:track:4fYte8ZvTK14NEhAOZocBi,108,7,87,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
2024-06-27,83,Something Just Like This,"The Chainsmokers, Coldplay",12015201,Memories...Do Not Open,spotify:track:6RUKPb4LETWmmr3iAEQktW,213,2,94,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94
2024-06-27,84,VINO TINTO,"Peso Pluma, Natanael Cano, Gabito Ballesteros",11695506,ÉXODO,spotify:track:5UHK1rtK4MpBGb0KppIYh4,1,84,-1,https://i.scdn.co/image/ab67616d0000b2732690127e1d6cd0aa35cc353b
2024-06-27,85,Nasty,Tinashe,11621287,Nasty,spotify:track:6NjWCIYu1W8xa3HIvcIhd4,3,80,80,https://i.scdn.co/image/ab67616d0000b27399068b5c52ec35ec2db977a7
2024-06-27,86,feelslikeimfallinginlove - Single Version,Coldplay,11576144,feelslikeimfallinginlove,spotify:track:1YsU8rW2u8z4F0pwOBQ4Ea,1,86,-1,https://i.scdn.co/image/ab67616d0000b27390ac383add08fbff7286958c
2024-06-27,87,Watermelon Sugar,Harry Styles,11541506,Fine Line,spotify:track:6UelLqGlWMcVH1E5c4H7lY,220,4,99,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
2024-06-27,88,I Love You So,The Walters,11447764,I Love You So,spotify:track:4SqWKzw0CbA05TGszDgMlc,111,21,84,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f
2024-06-27,89,Without Me,Eminem,11443896,The Eminem Show,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,144,31,77,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
2024-06-27,90,Have You Ever Seen The Rain,Creedence Clearwater Revival,11433260,Pendulum (Expanded Edition),spotify:track:2LawezPeJhN4AWuSB0GtAU,45,82,82,https://i.scdn.co/image/ab67616d0000b27351f311c2fb06ad2789e3ff91
2024-06-27,91,I'm Good (Blue),"David Guetta, Bebe Rexha",11362058,I'm Good (Blue),spotify:track:4uUG5RXrOk84mYEfFvj3cK,96,2,83,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
2024-06-27,92,Danza Kuduro,"Don Omar, Lucenzo",11336952,Meet The Orphans,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,40,91,91,https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94
2024-06-27,93,Iris,The Goo Goo Dolls,11332676,Dizzy up the Girl,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,43,88,88,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca
2024-06-27,94,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",11300327,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),spotify:track:0RiRZpuVRbi7oqRdSMwhQY,290,1,93,https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f
2024-06-27,95,fukumean,Gunna,11105375,a Gift & a Curse,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,44,9,110,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
2024-06-27,96,euphoria,Kendrick Lamar,11092395,euphoria,spotify:track:77DRzu7ERs0TX3roZcre7Q,9,4,120,https://i.scdn.co/image/ab67616d0000b2737587213b1be294ac4000f648
2024-06-27,97,QLONA,"KAROL G, Peso Pluma",11067855,MAÑANA SERÁ BONITO (BICHOTA SEASON),spotify:track:5RqSsdzTNPX1uzkmlHCFvK,46,5,131,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
2024-06-27,98,"Girl, so confusing featuring lorde","Charli xcx, Lorde",11036482,Brat and it’s completely different but also still brat,spotify:track:2YFhqZvhTpyK13gKXMKV7R,1,98,-1,https://i.scdn.co/image/ab67616d0000b27355a1e72ba425c60a02a9bb47
2024-06-27,99,Heat Waves,Glass Animals,11029691,Dreamland,spotify:track:3USxtqRwSYz57Ewm6wWRMp,176,1,81,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464
2024-06-27,100,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",11008776,"Oral Fixation, Vol. 2 (Expanded Edition)",spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,11,100,160,https://i.scdn.co/image/ab67616d0000b27327ddd747545c0d0cfe7595fa
2024-07-04,1,Espresso,Sabrina Carpenter,63308211,Short n' Sweet,spotify:track:2qSkIjg1o9h3YT9RAgYN75,12,1,2,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2024-07-04,2,Please Please Please,Sabrina Carpenter,62589534,Short n' Sweet,spotify:track:5N3hjp1WNayUPZrA8kJmJP,4,1,1,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2024-07-04,3,BIRDS OF A FEATHER,Billie Eilish,57453416,HIT ME HARD AND SOFT,spotify:track:6dOtVTDdiauQNBQEDOtlAB,7,3,3,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-07-04,4,Gata Only,"FloyyMenor, Cris Mj",41273523,Gata Only,spotify:track:6XjDF6nds4DE2BBbagZol6,21,3,5,https://i.scdn.co/image/ab67616d0000b273c4583f3ad76630879a75450a
2024-07-04,5,Not Like Us,Kendrick Lamar,39905151,Not Like Us,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,9,2,4,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
2024-07-04,6,MILLION DOLLAR BABY,Tommy Richman,37936404,MILLION DOLLAR BABY,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,10,1,6,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
2024-07-04,7,A Bar Song (Tipsy),Shaboozey,36905565,A Bar Song (Tipsy),spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,12,7,9,https://i.scdn.co/image/ab67616d0000b27380d86d636244b72a3a1eede2
2024-07-04,8,"Good Luck, Babe!",Chappell Roan,35103731,"Good Luck, Babe!",spotify:track:0WbMK4wrZ1wFSty9F7FCgu,12,8,11,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
2024-07-04,9,Beautiful Things,Benson Boone,34879115,Fireworks & Rollerblades,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,24,1,7,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
2024-07-04,10,Too Sweet,Hozier,32274453,Unheard,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,15,2,8,https://i.scdn.co/image/ab67616d0000b273be392334d99f82bc410cb239
2024-07-04,11,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",31905194,F-1 Trillion,spotify:track:7221xIgOnuakPdLqT0F3nP,8,3,10,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
2024-07-04,12,Si Antes Te Hubiera Conocido,KAROL G,31555985,Si Antes Te Hubiera Conocido,spotify:track:6WatFBLVB0x077xWeoVc2k,2,12,16,https://i.scdn.co/image/ab67616d0000b273491678beaffcefac517a699e
2024-07-04,13,Smeraldo Garden Marching Band (feat. Loco),"Jimin, Loco",30973712,MUSE,spotify:track:1kPhV0KQui1phEpjnWIqUN,1,13,-1,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
2024-07-04,14,Rockstar,LISA,30595146,Rockstar,spotify:track:6vvPecFTmWxDfEJ6cYT1wa,1,14,-1,https://i.scdn.co/image/ab67616d0000b27397265410628ab7f94a380c9d
2024-07-04,15,i like the way you kiss me,Artemas,27072579,i like the way you kiss me,spotify:track:2GxrNKugF82CnoRFbQfzPf,15,1,13,https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738
2024-07-04,16,REAL GANGSTA LOVE,Trueno,26441301,EL ÚLTIMO BAILE,spotify:track:1pymWRCuZfCd0zdiBJo0Hj,5,13,15,https://i.scdn.co/image/ab67616d0000b27368a450f7bcdc187e20f0ba0a
2024-07-04,17,Houdini - Eminem,Eminem,25985599,Houdini,spotify:track:2HYFX63wP3otVIvopRS99Z,5,2,12,https://i.scdn.co/image/ab67616d0000b273810603c94c9246379604cf1a
2024-07-04,18,LUNCH,Billie Eilish,25111159,HIT ME HARD AND SOFT,spotify:track:629DixmZGHc7ILtEntuiWE,7,1,14,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-07-04,19,Lose Control,Teddy Swims,23864326,I've Tried Everything But Therapy (Part 1),spotify:track:17phhZDn6oGtzMe56NuWvj,34,5,18,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
2024-07-04,20,End of Beginning,Djo,23611604,DECIDE,spotify:track:3qhlB30KknSejmIvZZLjOD,20,3,17,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
2024-07-04,21,Stargazing,Myles Smith,23065612,Stargazing,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,8,18,21,https://i.scdn.co/image/ab67616d0000b27381b12e1a0584e8ea7ba2ae4a
2024-07-04,22,we can't be friends (wait for your love),Ariana Grande,22850268,eternal sunshine,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,17,1,19,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2024-07-04,23,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",22493153,THE TORTURED POETS DEPARTMENT,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,11,1,20,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2024-07-04,24,As It Was,Harry Styles,22050846,Harry's House,spotify:track:4Dvkj6JhhA12EX05fT7y2e,118,1,24,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2024-07-04,25,Cruel Summer,Taylor Swift,21488619,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,74,2,23,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-07-04,26,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",21194385,The Idol Episode 4 (Music from the HBO Original Series),spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,39,3,26,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2024-07-04,27,CHIHIRO,Billie Eilish,20701824,HIT ME HARD AND SOFT,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,7,5,22,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-07-04,28,Sweater Weather,The Neighbourhood,19455863,I Love You.,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,201,19,30,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
2024-07-04,29,LUNA,"Feid, ATL Jacob",19272638,FERXXOCALIPSIS,spotify:track:7bywjHOc0wSjGGbj04XbVi,30,9,29,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
2024-07-04,30,Austin (Boots Stop Workin'),Dasha,19262836,What Happens Now?,spotify:track:2uqYupMHANxnwgeiXTZXzd,17,20,27,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
2024-07-04,31,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",18899617,Santa,spotify:track:6a9Z1jUms915w4O7N1PxjY,11,14,28,https://i.scdn.co/image/ab67616d0000b273edf307a421ee80c9262f8dc8
2024-07-04,32,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",18568507,BAND4BAND (feat. Lil Baby),spotify:track:7iabz12vAuVQYyekFIWJxD,6,13,25,https://i.scdn.co/image/ab67616d0000b2737b588bf0555bde606f8b27c7
2024-07-04,33,Belong Together,Mark Ambor,18211765,Rockwood,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,14,19,31,https://i.scdn.co/image/ab67616d0000b273da33127f62acdb0aca585e92
2024-07-04,34,I Wanna Be Yours,Arctic Monkeys,17829854,AM,spotify:track:5XeFesFbtLpXzIVDNQP22n,104,15,33,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2024-07-04,35,The Night We Met,Lord Huron,17509857,Strange Trails,spotify:track:3hRV0jL3vUpRrcy398teAU,89,28,36,https://i.scdn.co/image/ab67616d0000b27317875a0610c23d8946454583
2024-07-04,36,I Don't Wanna Wait,"David Guetta, OneRepublic",17198457,I Don't Wanna Wait,spotify:track:331l3xABO0HMr1Kkyh2LZq,12,34,34,https://i.scdn.co/image/ab67616d0000b2732f479a6c1825c1f29e0a3d49
2024-07-04,37,Like Crazy,Jimin,16492940,FACE,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,67,15,44,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
2024-07-04,38,SI NO ES CONTIGO,Cris Mj,15844652,SI NO ES CONTIGO,spotify:track:5Uptvz6j1sjDKxidAcnH2L,6,33,45,https://i.scdn.co/image/ab67616d0000b273b5a456d85aa63ef612e73edb
2024-07-04,39,DEVIL IS A LIE,Tommy Richman,15602091,DEVIL IS A LIE,spotify:track:6jlG8gBPNAgBgoivw2Ig09,3,39,53,https://i.scdn.co/image/ab67616d0000b273f1708ceacc5e678619364239
2024-07-04,40,SORRY 4 THAT MUCH,Feid,15445602,SORRY 4 THAT MUCH,spotify:track:63pLfjK6FvcYJYMGwtHjd6,4,38,52,https://i.scdn.co/image/ab67616d0000b273746cdeef8d4a4110f1b5af29
2024-07-04,41,HOT TO GO!,Chappell Roan,15354703,The Rise and Fall of a Midwest Princess,spotify:track:4xdBrk0nFZaP54vvZj0yx7,3,41,57,https://i.scdn.co/image/ab67616d0000b273a21d22ecf823e1c90aa22d1f
2024-07-04,42,Slow It Down,Benson Boone,15244703,Fireworks & Rollerblades,spotify:track:51eSHglvG1RJXtL3qI5trr,15,27,39,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
2024-07-04,43,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",15162496,GOLDEN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,51,1,56,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-07-04,44,I Can Do It With a Broken Heart,Taylor Swift,15059643,THE TORTURED POETS DEPARTMENT,spotify:track:4q5YezDOIPcoLr8R81x9qy,11,5,38,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2024-07-04,45,Kill Bill,SZA,15048369,SOS,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,82,1,51,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2024-07-04,46,Like That,"Future, Metro Boomin, Kendrick Lamar",14899920,WE DON'T TRUST YOU,spotify:track:2tudvzsrR56uom6smgOcSf,15,4,41,https://i.scdn.co/image/ab67616d0000b2731729574fe2a8e391a2ce1ece
2024-07-04,47,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",14861185,UTOPIA,spotify:track:42VsgItocQwOQC3XWZ8JNA,42,5,50,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-07-04,48,Yellow,Coldplay,14754519,Parachutes,spotify:track:3AJwUDP919kvQ9QcozQPxg,185,35,35,https://i.scdn.co/image/ab67616d0000b2739164bafe9aaa168d93f4816a
2024-07-04,49,Feather,Sabrina Carpenter,14660323,emails i can’t send fwd:,spotify:track:2Zo1PcszsT9WQ0ANntJbID,31,34,40,https://i.scdn.co/image/ab67616d0000b2730f45623be014a592a5815827
2024-07-04,50,Stick Season,Noah Kahan,14503221,Stick Season,spotify:track:0mflMxspEfB0VbI1kyLiAv,39,6,46,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2024-07-04,51,Flowers,Miley Cyrus,14410662,Endless Summer Vacation,spotify:track:7DSAEUvxU8FajXtRloy8M0,77,1,58,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
2024-07-04,52,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",14276041,Flower Boy,spotify:track:7KA4W4McWYRpgf0fWsJZWB,71,16,59,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
2024-07-04,53,Viva La Vida,Coldplay,14248742,Viva La Vida or Death and All His Friends,spotify:track:1mea3bSkSGXuIRvnydlB5b,97,53,106,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
2024-07-04,54,Si No Quieres No,"Luis R Conriquez, Neton Vega",14232766,Si No Quieres No,spotify:track:1C84d9abZVKWHT2YYpoean,12,28,48,https://i.scdn.co/image/ab67616d0000b2735c7365ca8cfaf7d80136c656
2024-07-04,55,Saturn,SZA,14122760,Saturn,spotify:track:1bjeWoagtHmUKputLVyDxQ,19,17,49,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
2024-07-04,56,Nonsense,Sabrina Carpenter,14058756,emails i can't send,spotify:track:6dgUya35uo964z7GZXM07g,76,17,43,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf
